2025-03-06 15:23:35,681 INFO    Thread-123 (_run_job):25304 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-06 15:23:35,682 INFO    Thread-123 (_run_job):25304 [wandb_setup.py:_flush():67] Configure stats pid to 25304
2025-03-06 15:23:35,682 INFO    Thread-123 (_run_job):25304 [wandb_setup.py:_flush():67] Loading settings from C:\Users\Siddhant\.config\wandb\settings
2025-03-06 15:23:35,682 INFO    Thread-123 (_run_job):25304 [wandb_setup.py:_flush():67] Loading settings from C:\da24m021_da6401_assignment1\wandb\settings
2025-03-06 15:23:35,682 INFO    Thread-123 (_run_job):25304 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-06 15:23:35,682 INFO    Thread-123 (_run_job):25304 [wandb_init.py:setup_run_log_directory():647] Logging user logs to C:\da24m021_da6401_assignment1\wandb\run-20250306_152335-rdlb98z8\logs\debug.log
2025-03-06 15:23:35,683 INFO    Thread-123 (_run_job):25304 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to C:\da24m021_da6401_assignment1\wandb\run-20250306_152335-rdlb98z8\logs\debug-internal.log
2025-03-06 15:23:35,684 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():761] calling init triggers
2025-03-06 15:23:35,684 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'tanh', 'batch_size': 64, 'dataset': 'fashion_mnist', 'dropout': 0, 'epochs': 5, 'hidden_size': 128, 'learning_rate': 0.001, 'loss': 'cross_entropy', 'num_layers': 4, 'optimizer': 'rmsprop', 'weight_decay': 0, 'weight_init': 'Xavier'}
config: {'_wandb': {}}
2025-03-06 15:23:35,684 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():784] starting backend
2025-03-06 15:23:35,684 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():788] sending inform_init request
2025-03-06 15:23:35,687 INFO    Thread-123 (_run_job):25304 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2025-03-06 15:23:35,689 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():803] backend started and connected
2025-03-06 15:23:35,689 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'tanh', 'batch_size': 64, 'dataset': 'fashion_mnist', 'dropout': 0, 'epochs': 5, 'hidden_size': 128, 'learning_rate': 0.001, 'loss': 'cross_entropy', 'num_layers': 4, 'optimizer': 'rmsprop', 'weight_decay': 0, 'weight_init': 'Xavier'}
2025-03-06 15:23:35,691 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():896] updated telemetry
2025-03-06 15:23:35,766 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-06 15:23:36,790 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():995] starting run threads in backend
2025-03-06 15:23:36,966 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_console_start():2377] atexit reg
2025-03-06 15:23:36,966 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-06 15:23:36,966 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-06 15:23:36,966 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-06 15:23:36,966 INFO    Thread-123 (_run_job):25304 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-06 15:23:36,967 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_config_callback():1261] config_cb None None {'NAME': 'SIDDHANT BARANWAL', 'ROLL NO.': 'DA24M021'}
2025-03-06 15:23:57,917 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_finish():2112] finishing run da24m021-indian-institute-of-technology-madras/da24m021_da6401_assignment1/rdlb98z8
2025-03-06 15:23:57,918 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-06 15:23:57,918 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_restore():2324] restore
2025-03-06 15:23:57,918 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_restore():2330] restore done
2025-03-06 15:24:01,169 INFO    MsgRouterThr:25304 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-06 15:24:01,170 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-06 15:24:01,170 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-06 15:24:01,170 INFO    Thread-123 (_run_job):25304 [wandb_run.py:_footer_sync_info():3919] logging synced files
